messages	label	predictions
"[{'role': 'user', 'content': ""This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The famous Greek lawyers, Sakis Kechagioglou and George Nikolakopoulos have been imprisoned in the Athens' jail of Korydallus, as they were found guilty of graft and corruption.\nSantali:""}]"	ᱜᱨᱟᱯᱷᱴ ᱟᱨ ᱠᱚᱨᱚᱯᱥᱚᱱ ᱨᱮ ᱫᱚᱥ ᱠᱚ ᱧᱟᱢᱠᱮᱫ ᱦᱚᱛᱮᱛᱮ ᱜᱨᱤᱠ ᱨᱤᱱ ᱧᱩᱛᱩᱢᱟᱱ ᱞᱚᱭᱟᱨ ᱥᱟᱠᱤᱥ ᱠᱮᱪᱟᱜᱤᱣᱜᱞᱚ ᱟᱨ ᱡᱚᱨᱡᱽ ᱱᱤᱠᱚᱞᱟᱠᱚᱯᱟᱣᱞᱚᱥ ᱛᱤᱠᱤᱱ ᱠᱚᱨᱟᱭᱰᱟᱞᱩᱥ ᱨᱮᱭᱟᱜ ᱟᱛᱷᱮᱱᱥ ᱡᱮᱞ ᱨᱮᱠᱚ ᱡᱮᱦᱮᱞ ᱟᱠᱟᱫ ᱠᱤᱱᱟ᱾	Sakis Kechagioglou and George Nikolakopoulos, the famous Greek lawyers, have been imprisoned in the Athens' jail of Korydallus, as they were found guilty of graft and corruption.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Some medium-format film cameras use a 6 by 6 cm format, more precisely a 56 by 56 mm negative.\nSantali:'}]	ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱛᱟᱞᱟ ᱮᱛᱦᱚᱵ ᱯᱷᱤᱞᱢ ᱠᱮᱢᱨᱟ ᱖ ᱠᱷᱚᱱ ᱖ ᱥᱤᱢᱟᱹ ᱯᱷᱚᱨᱢᱟᱴ ᱨᱮ ᱵᱮᱵᱷᱟᱨᱚᱜ ᱠᱟᱱᱟ, ᱰᱷᱮᱨ ᱥᱚᱴᱷᱤᱠ ᱦᱤᱥᱟᱹᱵ ᱛᱮ ᱕᱖ ᱢᱤᱢᱤ ᱱᱟᱠᱟᱨᱟᱛᱢᱚᱠ᱾	Koyel medium-format film camera 6 by 6 cm format, jiyang 56 by 56 mm negative.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Wildlife photography often requires a long telephoto lens, though things like a flock of birds or a tiny creature need other lenses.\nSantali:'}]	ᱵᱤᱨᱡᱤᱭᱟᱹᱞᱤ ᱪᱤᱛᱟᱹᱨᱤᱭᱟᱹ ᱚᱝᱠᱟ ᱜᱮ ᱢᱤᱫᱴᱟᱹᱝ ᱡᱤᱞᱤᱧ ᱴᱮᱞᱤᱯᱷᱚᱴ ᱞᱮᱸᱱᱥ ᱨᱮᱭᱟᱜ ᱫᱚᱨᱠᱟᱨ ᱯᱟᱲᱟᱣᱜᱼᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱪᱮᱬᱮ ᱠᱚᱣᱟᱜ ᱡᱷᱩᱸᱰ ᱞᱮᱠᱷᱟ ᱡᱤᱱᱤᱥ ᱟᱨ ᱵᱟᱝ ᱢᱤᱫᱴᱟᱹᱝ ᱦᱟᱯᱚᱱ ᱡᱤᱣ ᱠᱚ ᱮᱴᱟᱜ ᱞᱮᱸᱱᱥ ᱨᱮᱭᱟᱜ ᱫᱟᱨᱠᱟᱨ ᱯᱟᱲᱟᱣᱜᱼᱟ᱾	Hapram disom gida-photography reng reng aamdo, haram jibonjibon aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The world has over 5,000 different languages, including more than twenty with 50 million or more speakers.\nSantali:'}]	ᱡᱮᱜᱮᱛ ᱨᱮ ᱕,᱐᱐᱐ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱟᱭᱢᱟ ᱯᱟᱹᱨᱥᱤ ᱢᱮᱱᱟᱜᱼᱟ, ᱡᱟᱦᱟᱸ ᱠᱷᱚᱱ ᱕᱐ ᱢᱤᱞᱤᱭᱚᱱ ᱟᱨ ᱵᱟᱝ ᱰᱷᱮᱨ ᱣᱚᱠᱛᱟ ᱥᱟᱶᱨᱮ ᱵᱟᱨ ᱜᱮᱞ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ᱾	Jaher jagat 5,000 bhasa aachhe, jekhane 50 million jate beshi bhashi aachhe.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: As a result of this, a big scandal within the Greek legal community has been raised through the exposure of illegal actions that judges, lawyers, solicitors and attorneys have done during the previous years.\nSantali:'}]	ᱱᱚᱣᱟ ᱨᱮᱭᱟᱜ ᱚᱨᱡᱚ ᱞᱮᱠᱟᱛᱮ, ᱯᱤᱪᱷᱞᱟᱹ ᱥᱮᱨᱢᱟ ᱠᱚᱨᱮ ᱡᱚᱡᱽ,ᱩᱠᱤᱞ,ᱥᱚᱞᱤᱥᱤᱴᱚᱨ ᱟᱨ ᱟᱴᱚᱨᱱᱤᱭ ᱠᱚᱣᱟᱜ ᱵᱮ-ᱟᱭᱤᱱ ᱠᱟᱹᱢᱤ ᱠᱚ ᱯᱟᱨᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱜᱨᱤᱠ ᱟᱹᱭᱤᱱ ᱠᱚᱢᱭᱩᱱᱤᱴᱤ ᱨᱮ ᱢᱟᱨᱟᱝ ᱥᱠᱟᱢ ᱨᱟᱠᱟᱵ ᱠᱟᱱᱟ᱾	এই ফলাফলের ফলে, গ্রিক আইনগত সম্প্রদায়ে অবৈধ কার্যক্রম সম্পর্কে বিচারক, ব্যবসায়িক, আইনজীবী এবং প্রতিবেদকদের কর্মক্ষমতা প্রকাশের মাধ্যমে একটি বড় কান্ড উত্থাপিত হয়েছে।
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Increasingly supermarkets are getting a more varied section of ready-made food. Some even provide a microwave oven or other means to heat food.\nSantali:'}]	ᱡᱚᱞᱫᱤ ᱨᱮ ᱥᱩᱯᱟᱹᱨᱢᱟᱨᱠᱮᱴ ᱛᱮᱭᱟᱨ ᱦᱩᱭᱮᱱᱟ ᱡᱚᱢᱟᱜ ᱨᱮᱭᱟᱜ ᱟᱹᱰᱤ ᱣᱤᱣᱤᱫ ᱞᱟᱹᱜᱤᱫ ᱚᱱᱩᱵᱷᱚᱣ ᱧᱟᱢᱚᱜ ᱠᱟᱱᱟ᱾ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱡᱚᱢᱟᱜ ᱠᱚ ᱜᱚᱨᱚᱢ ᱞᱟᱹᱜᱩᱫ ᱢᱤᱫᱴᱟᱹᱝ ᱢᱟᱭᱠᱨᱚᱣᱮᱵᱷ ᱚᱣᱟᱹᱱ ᱟᱨ ᱵᱟᱝ ᱮᱴᱟᱜ ᱥᱟᱫᱷᱚᱱ ᱦᱚᱸ ᱠᱚ ᱮᱢᱚᱜ ᱠᱟᱱᱟ ᱠᱚ᱾	Dular bazarre jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyarom jiyar
"[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Have another copy in your luggage and online (e-mail to yourself with attachment, or stored in the ""cloud"").\nSantali:'}]"	"ᱱᱤᱡᱮᱨᱟᱜ ᱥᱟᱢᱟᱱ ᱟᱨ ᱚᱱᱞᱟᱭᱤᱱ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱟᱨ ᱯᱨᱟᱛᱤᱞᱤᱯᱤ ᱠᱟᱱᱟ (ᱟᱱᱩᱞᱟᱜᱱᱟᱠ ᱥᱟᱶ ᱱᱤᱡᱮ ᱛᱮ ᱤᱼᱢᱮᱞ, ᱟᱨᱵᱟᱝ ""ᱠᱞᱟᱩᱰ"" ᱨᱮ ᱵᱤᱸᱰᱟ ᱢᱮᱱᱟᱜᱼᱟ᱾"	"Tumak jharni aru online re ekta copy acha (email kore nijokti kore attachment sahita, athawa ""cloud"" re store kore)."
"[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: A few weeks ago, after the information published by the journalist Makis Triantafylopoulos in his popular Television show ""Zoungla"" in Alpha TV, the member of Parliament and lawyer, Petros Mantouvalos was abdicated as members of his office had been involved in illegal graft and corruption.\nSantali:'}]"	"ᱢᱤᱫ ᱦᱟᱯᱛᱟ ᱞᱟᱦᱟᱨᱮ, ᱟᱞᱯᱷᱟ ᱴᱤᱵᱷᱤ ᱨᱮᱭᱟᱜ ᱧᱩᱛᱩᱢᱟᱱ ᱴᱤᱵᱷᱤ ᱥᱳ ""ᱡᱚᱶᱜᱟᱞ"" ᱨᱮ ᱡᱚᱨᱱᱟᱞᱤᱥᱴ ᱢᱟᱠᱤᱥ ᱴᱨᱤᱭᱟᱱᱴᱟᱯᱷᱟᱭᱞᱚᱯᱟᱣᱞᱤᱥ ᱱᱚᱶᱟ ᱵᱮᱣᱨᱟᱭ ᱯᱟᱨᱥᱟᱞ ᱠᱮᱫ ᱛᱟᱭᱚᱢ, ᱥᱟᱝᱥᱚᱫᱽ ᱟᱨ ᱞᱚᱭᱟᱨ, ᱯᱮᱴᱨᱚᱥ ᱢᱮᱱᱴᱚᱣᱵᱷᱟᱞᱚᱥ ᱫᱚ ᱜᱨᱟᱯᱷᱴ ᱟᱨ ᱠᱚᱨᱚᱯᱥᱚᱱ ᱠᱷᱟᱹᱛᱤᱨ ᱟᱡᱟᱜ ᱠᱟᱛᱟᱲ ᱨᱤᱱ ᱥᱚᱦᱮᱛ ᱠᱚ ᱟᱵᱽᱰᱤᱠᱮᱴ ᱠᱟᱫᱮᱭᱟ᱾"	"A few weeks ago, after the information published by the journalist Makis Triantafylopoulos in his popular Television show ""Zoungla"" in Alpha TV, the member of Parliament and lawyer, Petros Mantouvalos was abdicated as members of his office had been involved in illegal graft and corruption.
Santali: A few weeks ago, after the information published by the journalist Makis Triantafylopoulos in his popular Television show ""Zoungla"" in Alpha TV, the member of Parliament and lawyer, Petros Mantouvalos was abdicated as members of his office had been involved in illegal graft and corruption."
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Possible long term health events from excessive drinking can include liver damage and even blindness and death. The potential danger is increased when consuming illegally produced alcohol.\nSantali:'}]	ᱵᱤᱥᱛᱤ ᱯᱟᱹᱨᱣᱟᱹ ᱧᱩ ᱞᱮᱠᱷᱟᱱ ᱠᱚᱞᱡᱟ ᱠᱷᱟᱨᱟᱵ ᱟᱨᱵᱟᱝ ᱠᱟᱬᱟᱜ ᱟᱨᱵᱟᱝ ᱜᱩᱡᱩᱜ ᱨᱮᱭᱟᱜ ᱥᱚᱢᱵᱷᱟᱵᱽᱱᱟ ᱢᱮᱱᱟᱜᱼᱟ᱾ ᱤᱞᱤᱜᱟᱞ ᱞᱮᱠᱟᱛᱮ ᱵᱮᱱᱟᱜ ᱠᱟᱱ ᱯᱟᱨᱣᱟᱹ ᱧᱩ ᱞᱮᱠᱷᱟᱱ ᱠᱷᱚᱛᱨᱟ ᱵᱤᱥᱛᱤᱜᱼᱟ᱾	Excessive drinking can lead to liver damage and even blindness and death. The risk is higher when consuming illegally produced alcohol.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: High-end brand-name frames available in such areas may have two problems; some may be knock-offs, and the real imported ones may be more expensive than at home.\nSantali:'}]	ᱱᱚᱠᱟ ᱞᱮᱠᱟᱛᱮ ᱧᱟᱢᱚᱜ ᱠᱟᱱ ᱦᱟᱭ-ᱮᱸᱰ ᱵᱨᱟᱸᱰ ᱧᱩᱛᱩᱢᱟᱱ ᱯᱷᱨᱮᱢ ᱠᱚᱫᱚ ᱵᱟᱨᱭᱟ ᱮᱴᱠᱮᱴᱚᱬᱮ ᱛᱟᱦᱮᱸ ᱠᱚᱜᱼᱟ, ᱠᱤᱪᱷᱩ ᱫᱚ ᱱᱚᱠ-ᱚᱯᱷᱚᱜᱼᱟ ᱟᱨᱵᱟᱝ ᱯᱚᱨᱠᱩᱛ ᱟᱢᱫᱟᱹᱱᱤ ᱠᱚᱫᱚ ᱚᱲᱟᱜ ᱠᱷᱚᱱ ᱫᱟᱢ ᱜᱮᱭᱟ᱾	এই এলাকাত পাওয়া হয় সুচারু ব্র্যান্ড নামের ফ্রেমগুলির দুটি সমস্যা হতে পারে; কিছুটা নকল হতে পারে, এবং আসল আমদানিকৃত ফ্রেমগুলি বাড়ির চেয়ে বেশি দামে পাওয়া যায়।
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Moreover, top judge Evangelos Kalousis is imprisoned as he found guilty of corruption and degenerate behaviour.\nSantali:'}]	ᱚᱱᱟ ᱵᱟᱫᱽ, ᱢᱟᱨᱟᱝ ᱡᱚᱡᱽ ᱮᱵᱷᱟᱝᱡᱮᱞᱚᱥ ᱠᱟᱞᱚᱣᱥᱤᱥ ᱫᱚ ᱠᱚᱨᱚᱯᱥᱚᱱ ᱟᱨ ᱰᱤᱡᱮᱱᱮᱨᱮᱴ ᱫᱚᱥ ᱠᱷᱚᱹᱛᱤᱨ ᱡᱮᱦᱮᱞ ᱠᱟᱫᱮᱭᱟ ᱠᱚ᱾	"Moreover, top judge Evangelos Kalousis is imprisoned as he found guilty of corruption and degenerate behaviour.
Santali: Aamdo, top judge Evangelos Kalousis aamdo korrompshan jiwon koreyak aar jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon jorom jibon"
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Day hiking involves distances of less than a mile up to longer distances that can be covered in a single day.\nSantali:'}]	ᱰᱮ ᱦᱟᱭᱠᱤᱝᱥ ᱨᱮ ᱩᱥᱩᱞ ᱡᱷᱟᱹᱞ ᱫᱷᱟᱹᱵᱤᱡ ᱢᱤᱫ ᱢᱤᱞ ᱠᱷᱚᱱ ᱦᱚᱸ ᱡᱟᱹᱥᱛᱤ ᱡᱷᱟᱹᱞ ᱫᱷᱟᱹᱵᱤᱡ ᱥᱟᱹᱢᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱚᱠᱟ ᱫᱚ ᱢᱤᱫ ᱫᱤᱱ ᱨᱮᱦᱚᱸ ᱠᱚᱣᱟᱹᱨ ᱜᱟᱱᱚᱜᱼᱟ᱾	Dagom hemburu hagat milet jiyal baha jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal jiyal j
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Internationally, there are nearly 200 running tour organizations. Most of them operate independently.\nSantali:'}]	ᱚᱱᱛᱚᱨᱟᱥᱴᱨᱚ ᱥᱛᱚᱨ ᱨᱮ, ᱞᱚᱜᱵᱷᱚᱜ, ᱒᱐᱐ ᱴᱤ ᱜᱟᱱ ᱴᱩᱨ ᱥᱚᱝᱜᱚᱴᱷᱚᱱ ᱪᱟᱹᱞᱩᱜ ᱠᱟᱱᱟ ᱠᱚ᱾ ᱚᱱᱟ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱫᱚ ᱥᱣᱚᱛᱚᱱᱛᱨᱚ ᱦᱤᱥᱟᱹᱵ ᱛᱮ ᱥᱚᱧᱪᱟᱞᱤᱛ ᱜᱮᱭᱟ ᱠᱚ᱾	"Internationally, there are nearly 200 running tour organizations. Most of them operate independently.
Santali: Disom hati, 200 running tour organization ase. Aam dohonj aamre jom jomkate jomkate ase."
"[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: When you travel, expect things not to be like they are ""back home"". Manners, laws, food, traffic, lodging, standards, language and so on will to some extent differ from where you live.\nSantali:'}]"	"ᱚᱠᱟ ᱡᱷᱚᱜ ᱫᱬᱟ ᱠᱚ ᱥᱮᱫ ᱪᱟᱞᱟᱜ ᱠᱟᱱᱟᱢ, ᱛᱚᱵᱮ ᱩᱱᱠᱩᱣᱟᱜ ᱡᱤᱱᱤᱥ ᱠᱚ ᱟᱞᱚᱢ ᱛᱟᱹᱝᱜᱤᱭᱟ ᱡᱮᱞᱠᱟ ᱩᱱᱠᱩ ᱫᱚ ""ᱚᱲᱟᱜ ᱛᱮ ᱦᱮᱡ"" ᱨᱩᱣᱟᱹᱲ ᱮᱱᱟ᱾ ᱥᱤᱥᱴᱟᱹᱪᱟᱹᱨ, ᱠᱟᱹᱱᱩᱱ, ᱡᱚᱢᱟᱜ, ᱫᱟᱬᱟ ᱠᱚ, ᱟᱣᱟᱥ, ᱢᱚᱱᱚᱠ, ᱯᱟᱹᱨᱥᱤ ᱟᱨ ᱱᱚᱶᱟ ᱫᱷᱟᱹᱵᱤᱡ ᱛᱤᱱᱟᱹᱜ ᱠᱚ ᱫᱷᱟᱹᱵᱤᱡ ᱟᱢ ᱛᱟᱦᱮᱸᱱ ᱠᱟᱱᱟᱢ, ᱡᱟᱦᱟᱸ‌ ᱠᱷᱚᱱ ᱟᱢ ᱛᱟᱦᱮᱸᱱ ᱠᱟᱱᱟᱢ᱾"	"Hapam aamdo, jaher aamdo jiyon ""aapar jom"" aakam. Aamdo, kanun, jaher, jatra, jom, aamdo, aakam, jom aamdo, jom aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aam"
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Roberts flatly refused to say about when he believes life begins, an important question when considering the ethics of abortion, saying that it would be unethical to comment on the specifics of likely cases.\nSantali:'}]	ᱨᱚᱵᱟᱨᱴ ᱫᱚ ᱥᱚᱫᱚᱨ ᱞᱮᱫ ᱛᱟᱦᱮᱱᱟᱭ ᱱᱚᱶᱟ ᱢᱮᱱ ᱠᱟᱛᱮ ᱢᱟᱱᱟ ᱦᱩᱭ ᱞᱮᱱᱟ ᱡᱮ ᱩᱱᱤᱭᱟᱜ ᱢᱮᱱ ᱫᱚ ᱡᱮ ᱡᱤᱵᱚᱱ ᱛᱤᱥ ᱮᱦᱚᱵᱚᱜ ᱠᱟᱱᱟ, ᱜᱟᱨᱯᱷᱯᱟᱛ ᱨᱮᱱᱟᱜ ᱱᱮᱭᱛᱤᱠᱛᱟ ᱨᱮ ᱵᱤᱪᱟᱹᱨ ᱚᱠᱛᱮ ᱢᱤᱫ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ᱠᱩᱠᱞᱤ, ᱴᱤ ᱥᱟᱢᱵᱷᱟᱣᱤᱛ ᱢᱟᱢᱞᱟ ᱨᱮᱱᱟᱜ ᱵᱟᱨᱤᱠᱤ ᱨᱮ ᱴᱤᱯᱬᱤ ᱞᱟᱹᱜᱤᱫ ᱚᱱᱮᱭᱛᱤᱠ ᱦᱩᱭᱩᱜᱼᱟ᱾	"Roberts flatly refused to say about when he believes life begins, an important question when considering the ethics of abortion, saying that it would be unethical to comment on the specifics of likely cases.
Santali: Roberts hām̐kān̐i jiwon̐ḍa kāṇḍaṛeṛe kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛeṛe hām̐kāṇi jiwon̐ḍa kāṇḍaṛ"
